strongs	source	gloss
H7208	strongs_he	Reumah, a Syrian woman
H7209	bdb	mirror
H7209	strongs_he	a mirror (as seen)
H7210	bdb	looking, seeing, sight; seeing; appearance; sight, spectacle
H7210	strongs_he	sight, whether abstractly (vision) or concretely (a spectacle)
H7211	bdb	hath seen
H7211	strongs_he	Reajah, the name of three Israelites
H7212	bdb	look
H7212	strongs_he	sight
H7213	bdb	rise
H7213	strongs_he	to rise
H7214	bdb	wild ox
H7214	strongs_he	a wild bull (from its conspicuousness)
H7215	bdb	corals
H7215	strongs_he	something high in value, i.e. perhaps coral
H7216	bdb	Heights, Ramôth
H7216	strongs_he	Ramoth, the name of two places in Palestine
H7217	bdb	head; head; head; chief; sum
H7217	strongs_he	the head; figuratively, the sum
H7218	bdb	Rôsh; head, head; head; head; top, height; top; height; head, chief, chief, chief, chief, chief priest, head; head, chief; chief; chief; chief; chief priest; head; head, front, beginning, heads; head, front; beginning; heads; chief, choicest, best; head, division, company, band; sum, take sum of, enumerate
H7218	strongs_he	the head (as most easily shaken), whether literal or figurative (in many applications, of place, time, rank, itc.)
H7219	bdb	venom
H7219	strongs_he	a poisonous plant, probably the poppy (from its conspicuous head); generally poison (even of serpents)
H7220	bdb	רֹאשׁ n.m. son of Benj.;—Gn 46:21
H7220	strongs_he	Rosh, the name of an Israelite and of a foreign nation
H7221	bdb	beginning-time; early time
H7221	strongs_he	a beginning
H7222	bdb	top
H7222	strongs_he	the head
H7223	bdb	former; first; chief
H7223	strongs_he	first, in place, time or rank (as adjective or noun)
H7224	bdb	first
H7224	strongs_he	first
H7225	bdb	beginning, chief; beginning, first; beginning; first; first, chief
H7225	strongs_he	the first, in place, time, order or rank (specifically, a firstfruit)
H7226	bdb	place at the head; head-place
H7226	strongs_he	a pillow (being for the head)
H7227	bdb	chief; much, many, great; much, numerous, many, abounding in, more numerous than, abundant, enough, much, exceedingly; much, numerous; much; numerous; many; abounding in; more numerous than; abundant, enough; much, exceedingly; great
H7227	strongs_he	abundant (in quantity, size, age, number, rank, quality)
H7228	bdb	archer
H7228	strongs_he	an archer
H7229	bdb	great
H7229	strongs_he	captain, chief, great, lord, master, stout.
H7230	bdb	multitude; abundance; greatness
H7230	strongs_he	abundance (in any respect)
H7231	bdb	be; become; many; much
H7231	strongs_he	properly, to cast together , i.e. increase, especially in number; to multiply by the myriad
H7232	bdb	shoot
H7232	strongs_he	to shoot an arrow
H7233	bdb	multitude; myriad; ten thousand
H7233	strongs_he	abundance (in number), i.e. (specifically) a myriad (whether definite or indefinite)
H7234	bdb	be-spread; deck
H7234	strongs_he	to spread
H7235	bdb	be, become, much, many, great; become many, numerous, be great, grow great; become many, numerous; be great, grow great; be great; grow great; make large, increase; make much, many, make great; make much, many; make great; shoot
H7235	strongs_he	to increase (in whatever respect)
H7236	bdb	grow great; grow tall and large; make great
H7236	strongs_he	make a great man, grow.
H7237	bdb	Rabba, great, populous
H7237	strongs_he	Rabbah, the name of two places in Palestine, East and West
H7238	bdb	greatness
H7238	strongs_he	increase (of dignity)
H7239	bdb	ten thousand; myriad
H7239	strongs_he	a myriad, i.e. indefinitely, large number
H7240	bdb	myriad
H7240	strongs_he	× ten thousand times ten thousand.
H7241	bdb	copious showers
H7241	strongs_he	a rain (as an accumulation of drops)
H7242	bdb	chain
H7242	strongs_he	a collar (as spread around the neck)
H7243	bdb	fourth
H7243	strongs_he	fourth; also (fractionally) a fourth
H7244	bdb	fourth
H7244	strongs_he	fourth.
H7245	bdb	רַבִּית n.pr.loc. in Issachar;—Jos 19:20
H7245	strongs_he	Rabbith, a place in Palestine
H7246	bdb	mix; stir
H7246	strongs_he	to soak (bread in oil)
H7247	bdb	רִבְלָה n.pr.loc. ר׳ in land of Hamath on NE. border of land of Isr.
H7247	strongs_he	Riblah, a place in Syria
H7248	bdb	soothsayer; magian
H7248	strongs_he	Rab-Mag, a Babylonian official
H7249	bdb	chief
H7249	strongs_he	Rab-Saris, a Babylonian official
H7250	bdb	lie stretched out, lie down; my lying down; thy cattle thou shalt not cause to, lie down, two kinds
H7250	strongs_he	to squat or lie out flat, i.e. (specifically) in copulation
H7251	bdb	squared, square; square; square
H7251	strongs_he	to be quadrate
H7252	bdb	lie stretched out, lie down; my lying down; thy cattle thou shalt not cause to, lie down, two kinds
H7252	strongs_he	prostration (for sleep)
H7253	bdb	fourth part; four sides
H7253	strongs_he	a fourth (part or side)
H7254	bdb	רֶ֫בַע n.m. a king of Midian
H7254	strongs_he	Reba, a Midianite
H7255	bdb	fourth part
H7255	strongs_he	a quarter
H7256	bdb	pertaining to the fourth
H7256	strongs_he	a descendant of the fourth generation, i.e. great great grandchild
H7257	bdb	stretch oneself out, lie down, lie stretched out; lie down, lie; cause to lie down, lie
H7257	strongs_he	to crouch (on all four legs folded, like a recumbent animal); by implication, to recline, repose, brood, lurk, imbed
H7258	bdb	place of; lying down; resting-; dwelling-place
H7258	strongs_he	a couch or place of repose
H7259	bdb	Rebekah
H7259	strongs_he	Ribkah, the wife of Isaac
H7260	bdb	great
H7260	strongs_he	huge (in size); domineering (in character)
H7261	bdb	lord; noble
H7261	strongs_he	a magnate
H7262	bdb	chief
H7262	strongs_he	Rabshakeh, a Babylonian official
H7263	bdb	clod
H7263	strongs_he	a lump of clay
H7264	bdb	be agitated, quiver, quake, be excited, perturbed; quake; cause to quake, disquiet, enrage; excite oneself
H7264	strongs_he	to quiver (with any violent emotion, especially anger or fear)
H7265	bdb	enrage
H7265	strongs_he	provoke unto wrath.
H7266	bdb	rage
H7266	strongs_he	violent anger
H7267	bdb	agitation; excitement; raging
H7267	strongs_he	commotion, restlessness (of a horse), crash (of thunder), disquiet, anger
H7268	bdb	quivering; quaking
H7268	strongs_he	timid
H7269	bdb	a quivering; quaking
H7269	strongs_he	trepidation
H7270	bdb	foot it, go about; go about, as slanderer; slander, go about as explorer, spy; slander; go about as explorer, spy; I taught, to walk
H7270	strongs_he	to walk along; but only in specifically, applications, to reconnoiter, to be a tale-bearer (i.e. slander); to lead about
H7271	bdb	foot
H7271	strongs_he	foot.
H7272	bdb	foot; foot; three times
H7272	strongs_he	a foot (as used in walking); by implication, a step; by euphemistically the pudenda
H7273	bdb	on foot; footmen
H7273	strongs_he	a footman (soldier)
H7274	bdb	fullers
H7274	strongs_he	Rogelim, a place East of the Jordan
H7275	bdb	stone; kill by stoning
H7275	strongs_he	to cast together (stones), i.e. to lapidate
H7276	bdb	רֶ֫גֶם n.pr.m. 1 Ch 2:47
H7276	strongs_he	Regem, an Israelite
H7277	bdb	heap; crowd
H7277	strongs_he	a pile (of stones), i.e. (figuratively) a throng
H7278	bdb	רֶ֫גֶם מֶ֫לֶךְ n.pr.m. exilic, Zc 7:2
H7278	strongs_he	Regem-Melek, an Israelite
H7279	bdb	murmur, whisper; murmur, murmurers, and they murmured; murmurers; and they murmured; whisper, backbite, slander, backbiter; backbiter
H7279	strongs_he	to grumble, i.e. rebel
H7280	bdb	be at rest, repose; repose; give rest to, rest, repose; give rest to; rest, repose; disturb; make a twinkilng; harden
H7280	strongs_he	properly, to toss violently and suddenly (the sea with waves, the skin with boils); figuratively (in a favorable manner) to settle, i.e. quiet; specifically, to wink (from the motion of the eye-lids)
H7281	bdb	a moment
H7281	strongs_he	a wink (of the eyes), i.e. a very short space of time
H7282	bdb	restful; quiet
H7282	strongs_he	restful, i.e. peaceable
H7283	bdb	be in tumult; commotion
H7283	strongs_he	to be tumultuous
H7284	bdb	be in tumult
H7284	strongs_he	to gather tumultuously
H7285	bdb	throng; throng
H7285	strongs_he	a tumultuous crowd
H7286	bdb	beat out, beat down, subdue; beat down; beat out
H7286	strongs_he	to tread in pieces, i.e. (figuratively) to conquer, or (specifically) to overlay
H7287	bdb	scrape out; have dominion, rule, dominate; have dominion, rule; and kings he causeth, to dominate
H7287	strongs_he	to tread down, i.e. subjugate; specifically, to crumble off
H7288	bdb	רַדַּי n.pr.m. fifth son of Jesse, acc. to 1 Ch 2:14
H7288	strongs_he	Raddai, an Israelite
H7289	bdb	wide wrapper; large veil
H7289	strongs_he	a veil (as expanded)
H7290	bdb	be in; fall into; heavy sleep
H7290	strongs_he	to stun, i.e. stupefy (with sleep or death)
H7291	bdb	pursue, chase, persecute; pursue, put to flight, chase, the pursuers, chase, hunt, pursue, persecute, harass, pursue, dog, follow after, aim to secure; pursue, put to flight, chase, the pursuers, chase, hunt, pursue, persecute, harass, pursue, dog; pursue; put to flight, chase; the pursuers; chase, hunt; pursue; persecute, harass; pursue, dog; follow after, aim to secure; upon the neck, we are pursued; pursue ardently; it shall be chased away like chaff of the mountains; they chased him
H7291	strongs_he	to run after (usually with hostile intent; figuratively [of time] gone by)
H7292	bdb	act stormily, boisterously, arrogantly; storm against; alarm me
H7292	strongs_he	to urge severely, i.e. (figuratively) importune, embolden, capture, act insolently
H7293	bdb	storm, arrogance
H7293	strongs_he	bluster(-er)
H7294	bdb	storm, arrogance
H7294	strongs_he	Rahab (i.e. boaster), an epithet of Egypt
H7295	bdb	proud; defiant
H7295	strongs_he	insolent
H7296	bdb	pride
H7296	strongs_he	pride
H7297	bdb	fear
H7297	strongs_he	to fear
H7298	bdb	lock; flowing; trough; collected
H7298	strongs_he	a channel or watering-box; by resemblance a ringlet of hair (as forming parallel lines)
H7299	bdb	appearance
H7299	strongs_he	aspect
H7300	bdb	wander restlessly, roam; lacks knowledge; shew restlessness
H7300	strongs_he	to tramp about, i.e. ramble (free or disconsolate)
H7301	bdb	be saturated, drink one's fill; we will take our fill of love; be intoxicated, drunk, drench, water abundantly; be intoxicated, drunk; drench, water abundantly; saturate, water
H7301	strongs_he	to slake the thirst (occasionally of other appetites)
H7302	bdb	watered
H7302	strongs_he	sated (with drink)
H7303	bdb	רָהְגָּה Qr, רוהגה Kt, n.pr.m. in Asher 1 Ch 7:34
H7303	strongs_he	Rohagah, an Israelite
H7304	bdb	be wide, spacious; was enlargement, relief, relief; spacious
H7304	strongs_he	properly, to breathe freely, i.e. revive; by implication, to have ample room
H7305	bdb	space, interval; respite, relief
H7305	strongs_he	room, literally (an interval) or figuratively (deliverance)
H7306	bdb	smell; perceive odour
H7306	strongs_he	properly, to blow, i.e. breathe; only (literally) to smell or (by implication, perceive (figuratively, to anticipate, enjoy)
H7307	bdb	breath, wind, spirit; breath; wind; spirit, temper, disposition; spirit; spirit; spirit of God
H7307	strongs_he	wind; by resemblance breath, i.e. a sensible (or even violent) exhalation; figuratively, life, anger, unsubstantiality; by extension, a region of the sky; by resemblance spirit, but only of a rational being (including its expression and functions)
H7308	bdb	wind; spirit
H7308	strongs_he	mind, spirit, wind.
H7309	bdb	respite; relief
H7309	strongs_he	relief
H7310	bdb	saturation
H7310	strongs_he	satisfaction
H7311	bdb	be high, exalted, rise; be high, be raised, uplifted, be lifted, rise; be high; be high; be raised, uplifted; be lifted, rise; raise, rear, cause, to grow, lift up, exalt, extol; raise, rear, cause, to grow; raise, rear; cause, to grow; lift up; exalt, extol; be lift up; raise, rear, raise, lift up, lift, take up, set up, erect, set on high, lift up, exalt, lift up, remove, lift off and present, contribute, offer; raise, rear, raise, lift up, lift, take up, set up, erect, set on high, lift up, exalt; raise, rear, raise; raise, rear; raise; lift up; lift, take up; set up, erect; set on high; lift up, exalt; lift up, remove; lift off and present, contribute, offer; be taken off, be abolished; and he shall exalt and magnify himself above, I will raise myself; be wormy
H7311	strongs_he	to be high actively, to rise or raise (in various applications, literally or figuratively)
H7312	bdb	height; haughtiness
H7312	strongs_he	(literally) elevation or (figuratively) elation
H7313	bdb	rise; lifted up; extol; exalt; lift oneself up
H7313	strongs_he	extol, lift up (self), set up.
H7314	bdb	height
H7314	strongs_he	(literally) altitude
H7315	bdb	on high
H7315	strongs_he	elevation, i.e. (adverbially) aloft
H7316	bdb	רוּמָה n.pr.loc. 2 K 23:36
H7316	strongs_he	Rumah, a place in Palestine
H7317	bdb	haughtily
H7317	strongs_he	elation, i.e. (adverbially) proudly
H7318	bdb	extolling; praise
H7318	strongs_he	exaltation, i.e. (figuratively and specifically) praise
H7319	bdb	extolling; praise
H7319	strongs_he	exaltation, i.e. praise
H7320	bdb	I have made lofty help
H7320	strongs_he	Romamti-Ezer, an Israelite
H7321	bdb	raise a shout, give a blast; a shout shall not be uttered; shout in triumph, shout for joy; shout in triumph; shout for joy
H7321	strongs_he	to mar (especially by breaking); figuratively, to split the ears (with sound), i.e. shout (for alarm or joy)
H7322	bdb	shake; rock
H7322	strongs_he	properly, to triturate (in a mortar), i.e. (figuratively) to agitate (by concussion)
H7323	bdb	run; run, the runners, out-runners, runner; run; the runners, out-runners, runner; the runners, out-runners; runner; they run swiftly, dart; cause to run
H7323	strongs_he	to run (for whatever reason, especially to rush)
H7324	bdb	make empty, empty out; empty; pour out, down; empty out, draw; be emptied out
H7324	strongs_he	to pour out (literally or figuratively), i.e. empty
H7325	bdb	flow
H7325	strongs_he	to slaver (with spittle), i.e. (by analogy) to emit a fluid (ulcerous or natural)
H7326	bdb	be in want, poor; young lions are in want and hunger; one impoverishing himself
H7326	strongs_he	to be destitute
H7327	bdb	Ruth; friendship
H7327	strongs_he	Ruth, a Moabitess
H7328	bdb	secret
H7328	strongs_he	to attenuate, i.e. (figuratively) hide; a mystery
H7329	bdb	be, grow lean; make lean; be made lean
H7329	strongs_he	to emaciate, i.e. make (become) thin (literally or figuratively)
H7330	bdb	lean
H7330	strongs_he	thin
H7331	bdb	רְזוֹן n.pr.m. founder of kingdom of Damascus, Solomon’s time
H7331	strongs_he	Rezon, a Syrian
H7332	bdb	leanness; wasting; scantness
H7332	strongs_he	thinness
H7333	bdb	potentate
H7333	strongs_he	a dignitary
H7334	bdb	leanness; wasting
H7334	strongs_he	thinness
H7335	bdb	wink; flash
H7335	strongs_he	to twinkle the eye (in mockery)
H7336	bdb	be weighty; judicious; commanding
H7336	strongs_he	probably to be heavy, i.e. (figuratively) honorable
H7337	bdb	be, grow, wide, large; be widened, enlarged; broad, roomy, pasture; make large, enlarge; make large; enlarge
H7337	strongs_he	to broaden (intransitive or transitive, literal or figurative)
H7338	bdb	breadth; broad expanse
H7338	strongs_he	a width
H7339	bdb	broad open place; plaza
H7339	strongs_he	a width, i.e. (concretely) avenue or area
H7340	bdb	רְחוֹב, רְחֹב n.pr. loc.: towards Hamath in Asher m.: Aram. name post-exilic Levite
H7340	strongs_he	Rechob, the name of a place in Syria, also of a Syrian and an Israelite
H7341	bdb	breadth; width
H7341	strongs_he	width (literally or figuratively)
H7342	bdb	wide; broad
H7342	strongs_he	roomy, in any (or every) direction, literally or figuratively
H7343	bdb	רָחָב n.pr.f. harlot in Jericho
H7343	strongs_he	Rachab, a Canaanitess
H7344	bdb	רְחֹבוֹת n.pr.loc. near Nineveh name of well home of a king of Edom
H7344	strongs_he	Rechoboth, a place in Assyria and one in Palestine
H7345	bdb	רְחַבְיָה(וּ) n.pr.m. son of Eliezer and grandson of Moses
H7345	strongs_he	Rechabjah, an Israelite
H7346	bdb	Rehoboam
H7346	strongs_he	Rechabam, an Israelite king
H7347	bdb	hand-; mill; two mill-stones
H7347	strongs_he	a mill-stone
H7348	bdb	compassion, softness, gentleness; רְחוּם n.pr.m. Persian official Ezr 4:8
H7348	strongs_he	Rechum, the name of a Persian and of three Israelites
H7349	bdb	compassionate
H7349	strongs_he	compassionate
H7350	bdb	distant; far; distance
H7350	strongs_he	remote, literally or figuratively, of place or time; specifically, precious; often used adverbially (with preposition)
H7351	bdb	rafters; boards; running
H7351	strongs_he	a panel (as resembling a trough)
H7352	bdb	far
H7352	strongs_he	far.
H7353	bdb	ewe
H7353	strongs_he	a ewe [the females being the predominant element of a flock] (as a good traveller)
H7354	bdb	Rachel
H7354	strongs_he	Rachel, a wife of Jacob
H7355	bdb	love, have compassion; I love thee; have compassion, compassionate; be shewn compassion, compassionated
H7355	strongs_he	to fondle; by implication, to love, especially to compassionate
H7356	bdb	womb; compassion
H7356	strongs_he	compassion (in the plural); by extension, the womb (as cherishing the fetus); by implication, a maiden
H7357	bdb	girl
H7357	strongs_he	Racham, an Israelite
H7358	bdb	womb
H7358	strongs_he	the womb
H7359	bdb	compassion
H7359	strongs_he	(plural) pity
H7360	bdb	carrion-vulture
H7360	strongs_he	a kind of vulture (supposed to be tender towards its young)
H7361	bdb	womb
H7361	strongs_he	a maiden
H7362	bdb	compassionate women
H7362	strongs_he	compassionate
H7363	bdb	grow soft, relax, be soft; hover, move gently, cherish, brood; hovering, hovering, brooding
H7363	strongs_he	to brood; by implication, to be relaxed
H7364	bdb	wash, wash off, away, bathe; wash, wash, bathe; wash; wash, bathe; be washed; I washed myself in snow
H7364	strongs_he	to lave (the whole or a part of a thing)
H7365	bdb	trust
H7365	strongs_he	to attend upon
H7366	bdb	washing
H7366	strongs_he	a bath
H7367	bdb	רַחְצָה n.f. id. [t.ce.ab], lit.; of sheep
H7367	strongs_he	a bathing place
H7368	bdb	be, become, far, distant; be far, distant; send far away; make, exhibit, distance, be gone for, remove, put far away; make, exhibit, distance, be gone for; remove, put far away
H7368	strongs_he	to widen (in any direction), i.e. (intransitively) recede or (transitively) remove (literally or figuratively, of place or relation)
H7369	bdb	removing; departing
H7369	strongs_he	remote
H7370	bdb	keep moving; stir
H7370	strongs_he	to gush
H7371	bdb	winnowing-shovel
H7371	strongs_he	a winnowing-fork (as blowing the chaff away)
H7372	bdb	be moist
H7372	strongs_he	to be moist
H7373	bdb	moist; juicy; fresh
H7373	strongs_he	moist (with sap)
H7374	bdb	trembling; panic
H7374	strongs_he	terror
H7375	bdb	grow fresh
H7375	strongs_he	to be rejuvenated
H7376	bdb	dash in pieces; thou wilt dash in pieces
H7376	strongs_he	to dash down
H7377	bdb	moisture
H7377	strongs_he	irrigation, i.e. a shower
H7378	bdb	strive, contend; strive; displaying contention against him
H7378	strongs_he	properly, to toss, i.e. grapple; mostly figuratively, to wrangle, i.e. hold a controversy; (by implication) to defend
H7379	bdb	strife; dispute
H7379	strongs_he	a contest (personal or legal)
H7380	bdb	רִיבַי n.pr.m. in Benj.
H7380	strongs_he	Ribai, an Israelite
H7381	bdb	scent; odour; breath
H7381	strongs_he	odor (as if blown)
H7382	bdb	smell
H7382	strongs_he	smell.
H7383	bdb	[רִיפָה] n.[f.] dub.; some grain or fruit
H7383	strongs_he	(only plural), grits (as pounded)
H7384	bdb	דִּיפַת n.pr.m. a son of Gomer, son of Japhet 1 Ch 1:6; רִיפַת n.pr.gent. ʻsonʼ of Gomer (of Japhet);—Gn 10:3
H7384	strongs_he	Riphath, a grandson of Japheth and his descendants
H7385	bdb	emptiness; vanity
H7385	strongs_he	emptiness; figuratively, a worthless thing; adverbially, in vain
H7386	bdb	empty; vain
H7386	strongs_he	empty; figuratively, worthless
H7387	bdb	emptily, vainly; in empty condition, empty; in vain, without effect
H7387	strongs_he	emptily; figuratively (objective) ineffectually, (subjective) undeservedly
H7388	bdb	slimy juice; spittle
H7388	strongs_he	saliva; by resemblance, broth
H7389	bdb	poverty
H7389	strongs_he	poverty
H7390	bdb	tender; delicate; soft
H7390	strongs_he	tender (literally or figuratively); by implication, weak
H7391	bdb	tender; delicate; soft
H7391	strongs_he	softness (figuratively)
H7392	bdb	mount and ride, ride; mount, mount and sit, ride, ride, be riding, rider; mount, mount and sit, ride; ride, be riding; rider; cause to, mount and, ride, cause to draw, cause hand to ride upon, bow; cause to, mount and, ride; cause to draw; cause hand to ride upon, bow
H7392	strongs_he	to ride (on an animal or in a vehicle); causatively, to place upon (for riding or generally), to despatch
H7393	bdb	chariotry; chariot; mill-stone; riders
H7393	strongs_he	a vehicle; by implication, a team; by extension, cavalry; by analogy a rider, i.e. the upper millstone
H7394	bdb	band of riders
H7394	strongs_he	Rekab, the name of two Arabs and of two Israelites
H7395	bdb	רַכָּב n.m. charioteer horseman
H7395	strongs_he	a charioteer
H7396	bdb	riding
H7396	strongs_he	a chariot (collectively)
H7397	bdb	[רֵכָבִי] adj. gent. of רֵכָב; רֵכָה n.pr.loc. in Judah;—1 Ch 4:12
H7397	strongs_he	Rekah, a place in Palestine
H7398	bdb	chariot
H7398	strongs_he	a vehicle (as ridden on)
H7399	bdb	property; goods
H7399	strongs_he	property (as gathered)
H7400	bdb	slander; tale-bearer; informer
H7400	strongs_he	a scandal-monger (as travelling about)
H7401	bdb	be tender, weak, soft; be tender, weak, be soft; be tender, weak; be soft; it has, been softened
H7401	strongs_he	to soften (intransitively or transitively), used figuratively
H7402	bdb	go about
H7402	strongs_he	to travel for trading
H7403	bdb	trader
H7403	strongs_he	Rakal, a place in Palestine
H7404	bdb	traffic; merchandise
H7404	strongs_he	trade (as peddled)
H7405	bdb	bind
H7405	strongs_he	to tie
H7406	bdb	roughness; binding; know; impassable; chain
H7406	strongs_he	a mountain ridge (as of tied summits)
H7407	bdb	snare; band; banding together; league; conspiracy; plottings
H7407	strongs_he	a snare (as of tied meshes)
H7408	bdb	collect; gather property
H7408	strongs_he	to lay up, i.e. collect
H7409	bdb	steeds
H7409	strongs_he	a relay of animals on a post-route (as stored up for that purpose); by implication, a courser
H7410	bdb	רָם n.pr.m. an ancestor of David, brother of Jerachmeel son of J. name of Elihu’s family
H7410	strongs_he	Ram, the name of an Arabian and of an Israelite
H7411	bdb	beguile; deal treacherously with; cast; shoot
H7411	strongs_he	to hurl; specifically, to shoot; figuratively, to delude or betray (as if causing to fall)
H7412	bdb	cast, throw; cast, throw; cast; throw; were cast, were placed, set; were cast; were placed, set; be cast
H7412	strongs_he	to throw, set, (figuratively) assess
H7413	bdb	height; high-place
H7413	strongs_he	a height (as a seat of idolatry)
H7414	bdb	the Height, Rama
H7414	strongs_he	Ramah, the name of four places in Palestine
H7415	bdb	worm; decay
H7415	strongs_he	a maggot (as rapidly bred), literally or figuratively
H7416	bdb	pomegranate
H7416	strongs_he	a pomegranate, the tree (from its upright growth) or the fruit (also an artificial ornament)
H7417	bdb	רִמּוֹן n.pr.m. in Benj.; cliff of R; רִמּוֹן n.pr.dei, in Aram.
H7417	strongs_he	Rimmon, the name of a Syrian deity, also of five places in Palestine
H7418	bdb	Heights, Ramôth
H7418	strongs_he	Ramoth-Negeb or Ramath-Negeb, a place in Palestine
H7419	bdb	height; lofty stature
H7419	strongs_he	a heap (of carcases)
H7420	bdb	spear; lance
H7420	strongs_he	a lance (as thrown); especially the iron point
H7421	bdb	Aramæan
H7421	strongs_he	a Ramite, i.e. Aramaean
H7422	bdb	hath loosened
H7422	strongs_he	Ramjah, an Israelite
H7423	bdb	deceit; treachery; laxness; slackness
H7423	strongs_he	remissness, treachery
H7424	bdb	sons of the; royal; mares
H7424	strongs_he	a brood mare
H7425	bdb	רְמַלְיָ֜הוּ n.pr.m. father of Peḳaḥ, king of Israel
H7425	strongs_he	Remaljah, an Israelite
H7426	bdb	be exalted
H7426	strongs_he	to rise (literally or figuratively)
H7427	bdb	uprising; arising
H7427	strongs_he	exaltation
H7428	bdb	רִמֹּן פָּ֑רֶץ n.pr.loc. station of Israel in wilderness
H7428	strongs_he	Rimmon-Perets, a place in the Desert
H7429	bdb	trample; trample; be trampled
H7429	strongs_he	to tread upon (as a potter, in walking or abusively)
H7430	bdb	creep; move lightly; move about
H7430	strongs_he	properly, to glide swiftly, i.e. to crawl or move with short steps; by analogy to swarm
H7431	bdb	creeping things; moving things
H7431	strongs_he	a reptile or any other rapidly moving animal
H7432	bdb	Heights, Ramôth
H7432	strongs_he	Remeth, a place in Palestine
H7433	bdb	Heights, Ramôth
H7433	strongs_he	Ramoth-Gilad, a place East of the Jordan
H7434	bdb	רָ(א)מַת n.pr.loc. רָמַת לֶ֑חִי Ju 15:17 רָמַת הַמִּצְפֶּה Jos 13:26 (P) Jos 19:8 (P)
H7434	strongs_he	Ramath-ham-Mitspeh, a place in Palestine
H7435	bdb	רָמָתִי adj.gent. (of what Rama?), c. art. 1 Ch 27:27
H7435	strongs_he	a Ramathite or inhabitant of Ramah
H7436	bdb	Ṣuphite
H7436	strongs_he	Ramathajim-Tsophim, a place in Palestine
H7437	bdb	רָ(א)מַת n.pr.loc. רָמַת לֶ֑חִי Ju 15:17 רָמַת הַמִּצְפֶּה Jos 13:26 (P) Jos 19:8 (P)
H7437	strongs_he	Ramath-Lechi, a place in Palestine
H7438	bdb	ringing cry
H7438	strongs_he	a shout (of deliverance)
H7439	bdb	rattle
H7439	strongs_he	to whiz
H7440	bdb	ringing cry
H7440	strongs_he	properly, a creaking (or shrill sound), i.e. shout (of joy or grief)
H7441	bdb	רִנָּה n.pr.m. in Judah 1 Ch 4:20
H7441	strongs_he	Rinnah, an Israelite
H7442	bdb	overcome; give a ringing cry; cry aloud; cry aloud; give a ringing cry; no ringing cry shall be given; cause to ring out
H7442	strongs_he	properly, to creak (or emit a stridulous sound), i.e. to shout (usually for joy)
H7443	bdb	piercing cries
H7443	strongs_he	an ostrich (from its wail)
H7444	bdb	give a ringing cry; cry aloud; cry aloud; give a ringing cry; no ringing cry shall be given; cause to ring out
H7444	strongs_he	shouting (for joy)
H7445	bdb	רְנָנָה n.f. id. [t.de.ab]; exultation
H7445	strongs_he	a shout (for joy)
H7446	bdb	רִסָּה n.pr.loc. station in wilderness
H7446	strongs_he	Rissah, a place in the Desert
H7447	bdb	fragment; drop
H7447	strongs_he	properly, dripping to pieces, i.e. a ruin; also a dew-drop
H7448	bdb	halter; jaw
H7448	strongs_he	a halter (as restraining); by implication, the jaw
H7449	bdb	רֶ֫סֶן n.pr.loc. in Assyria, near Nineveh Gn 10:12
H7449	strongs_he	Resen, a place in Assyrian
H7450	bdb	moisten
H7450	strongs_he	to moisten (with drops)
H7451	bdb	evil, distress, misery, injury, calamity; evil, distress, adversity; evil, injury, wrong; evil; bad, evil; bad, disagreeable, malignant; bad, unpleasant; evil, displeasing; bad of its kind; bad; worse than; sad, unhappy; devise evil, device; bad, unkind; bad, evil, wicked; evil, misery, distress, injury; evil, misery, distress; evil, injury, wrong; evil
H7451	strongs_he	bad or (as noun) evil (natural or moral)
H7452	bdb	shouting; roar
H7452	strongs_he	a crash (of thunder), noise (of war), shout (of joy)
H7453	bdb	friend; companion; fellow
H7453	strongs_he	an associate (more or less close)
H7454	bdb	purpose; aim
H7454	strongs_he	a thought (as association of ideas)
H7455	bdb	badness, evil; badness, bad quality; wilfulness; evil, badness; sadness
H7455	strongs_he	badness (as marring), physically or morally
H7456	bdb	be hungry; be hungry; allow, to hunger
H7456	strongs_he	to hunger
H7457	bdb	hungry
H7457	strongs_he	hungry (more or less intensely)
H7458	bdb	famine; hunger
H7458	strongs_he	hunger (more or less extensive)
H7459	bdb	hunger; lack of food; famine
H7459	strongs_he	famine
H7460	bdb	tremble, quake; trembleth; I stood trembling
H7460	strongs_he	to shudder (more or less violently)
H7461	bdb	trembling; רְעַדָה n.f. id. [t.dj.ab]
H7461	strongs_he	a shudder
H7462	bdb	binding-house of the shepherds; be a special friend; associate with; cherish faithfulness; do not make companionship with a bad-tempered man; pasture, tend, graze
H7462	strongs_he	to tend a flock; i.e. pasture it; intransitively, to graze (literally or figuratively); generally to rule; by extension, to associate with (as a friend)
H7463	bdb	friend
H7463	strongs_he	a (male) companion
H7464	bdb	companion; attendant
H7464	strongs_he	a female associate
H7465	bdb	break; can one break iron, iron out of the north, break, be broken; can one break iron, iron out of the north; break, be broken; the earth is broken asunder
H7465	strongs_he	breakage
H7466	bdb	רְעוּ n.pr.m. son of Peleg
H7466	strongs_he	Reu, a postdiluvian patriarch
H7467	bdb	רְעוּאֵל n.pr.m. Moses’ father-in-law Edomite Gadite Benjamite
H7467	strongs_he	Reuel, the name of Moses' father-in-law, also of an Edomite and an Israelite
H7468	bdb	fellow; woman
H7468	strongs_he	a female associate; generally an additional one
H7469	bdb	longing; striving
H7469	strongs_he	a feeding upon, i.e. grasping after
